"STATISTIC","Statistic Label","TLIST(M1)","Month","C01835V02260","Licensing Authority","C01841V02268","Type of Fuel","UNIT","VALUE"
"TEM27C02","Secondhand Private Cars","202404","2024 April","14","Mayo","6","Electric","Number","0"
"TEM27C02","Secondhand Private Cars","202404","2024 April","14","Mayo","7","Petrol or Diesel plug-in hybrid electric","Number","11"
"TEM27C02","Secondhand Private Cars","202404","2024 April","14","Mayo","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202404","2024 April","15","Meath","-","All fuel types","Number","303"
"TEM27C02","Secondhand Private Cars","202404","2024 April","15","Meath","1","Petrol","Number","166"
"TEM27C02","Secondhand Private Cars","202404","2024 April","15","Meath","2","Diesel","Number","56"
"TEM27C02","Secondhand Private Cars","202404","2024 April","15","Meath","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202404","2024 April","15","Meath","4","Petrol and electric hybrid","Number","48"
"TEM27C02","Secondhand Private Cars","202404","2024 April","15","Meath","6","Electric","Number","3"
"TEM27C02","Secondhand Private Cars","202404","2024 April","15","Meath","7","Petrol or Diesel plug-in hybrid electric","Number","29"
"TEM27C02","Secondhand Private Cars","202404","2024 April","15","Meath","9","Diesel and electric hybrid","Number","1"
"TEM27C02","Secondhand Private Cars","202404","2024 April","16","Monaghan","-","All fuel types","Number","87"
"TEM27C02","Secondhand Private Cars","202404","2024 April","16","Monaghan","1","Petrol","Number","19"
"TEM27C02","Secondhand Private Cars","202404","2024 April","16","Monaghan","2","Diesel","Number","60"
"TEM27C02","Secondhand Private Cars","202404","2024 April","16","Monaghan","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202404","2024 April","16","Monaghan","4","Petrol and electric hybrid","Number","1"
"TEM27C02","Secondhand Private Cars","202404","2024 April","16","Monaghan","6","Electric","Number","1"
"TEM27C02","Secondhand Private Cars","202404","2024 April","16","Monaghan","7","Petrol or Diesel plug-in hybrid electric","Number","6"
"TEM27C02","Secondhand Private Cars","202404","2024 April","16","Monaghan","9","Diesel and electric hybrid","Number",""
"TEM27C02","Secondhand Private Cars","202404","2024 April","17","Offaly","-","All fuel types","Number","43"
"TEM27C02","Secondhand Private Cars","202404","2024 April","17","Offaly","1","Petrol","Number","18"
"TEM27C02","Secondhand Private Cars","202404","2024 April","17","Offaly","2","Diesel","Number","16"
"TEM27C02","Secondhand Private Cars","202404","2024 April","17","Offaly","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202404","2024 April","17","Offaly","4","Petrol and electric hybrid","Number","3"
"TEM27C02","Secondhand Private Cars","202404","2024 April","17","Offaly","6","Electric","Number","2"
"TEM27C02","Secondhand Private Cars","202404","2024 April","17","Offaly","7","Petrol or Diesel plug-in hybrid electric","Number","4"
"TEM27C02","Secondhand Private Cars","202404","2024 April","17","Offaly","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202404","2024 April","18","Roscommon","-","All fuel types","Number","68"
"TEM27C02","Secondhand Private Cars","202404","2024 April","18","Roscommon","1","Petrol","Number","16"
"TEM27C02","Secondhand Private Cars","202404","2024 April","18","Roscommon","2","Diesel","Number","43"
"TEM27C02","Secondhand Private Cars","202404","2024 April","18","Roscommon","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202404","2024 April","18","Roscommon","4","Petrol and electric hybrid","Number","4"
"TEM27C02","Secondhand Private Cars","202404","2024 April","18","Roscommon","6","Electric","Number","0"
"TEM27C02","Secondhand Private Cars","202404","2024 April","18","Roscommon","7","Petrol or Diesel plug-in hybrid electric","Number","5"
"TEM27C02","Secondhand Private Cars","202404","2024 April","18","Roscommon","9","Diesel and electric hybrid","Number",""
"TEM27C02","Secondhand Private Cars","202404","2024 April","19","Sligo","-","All fuel types","Number","59"
"TEM27C02","Secondhand Private Cars","202404","2024 April","19","Sligo","1","Petrol","Number","19"
"TEM27C02","Secondhand Private Cars","202404","2024 April","19","Sligo","2","Diesel","Number","26"
"TEM27C02","Secondhand Private Cars","202404","2024 April","19","Sligo","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202404","2024 April","19","Sligo","4","Petrol and electric hybrid","Number","5"
"TEM27C02","Secondhand Private Cars","202404","2024 April","19","Sligo","6","Electric","Number","2"
"TEM27C02","Secondhand Private Cars","202404","2024 April","19","Sligo","7","Petrol or Diesel plug-in hybrid electric","Number","7"
"TEM27C02","Secondhand Private Cars","202404","2024 April","19","Sligo","9","Diesel and electric hybrid","Number",""
"TEM27C02","Secondhand Private Cars","202404","2024 April","23","Westmeath","-","All fuel types","Number","71"
"TEM27C02","Secondhand Private Cars","202404","2024 April","23","Westmeath","1","Petrol","Number","24"
"TEM27C02","Secondhand Private Cars","202404","2024 April","23","Westmeath","2","Diesel","Number","26"
"TEM27C02","Secondhand Private Cars","202404","2024 April","23","Westmeath","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202404","2024 April","23","Westmeath","4","Petrol and electric hybrid","Number","6"
"TEM27C02","Secondhand Private Cars","202404","2024 April","23","Westmeath","6","Electric","Number","2"
"TEM27C02","Secondhand Private Cars","202404","2024 April","23","Westmeath","7","Petrol or Diesel plug-in hybrid electric","Number","13"
"TEM27C02","Secondhand Private Cars","202404","2024 April","23","Westmeath","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202404","2024 April","24","Wexford","-","All fuel types","Number","81"
"TEM27C02","Secondhand Private Cars","202404","2024 April","24","Wexford","1","Petrol","Number","27"
"TEM27C02","Secondhand Private Cars","202404","2024 April","24","Wexford","2","Diesel","Number","32"
"TEM27C02","Secondhand Private Cars","202404","2024 April","24","Wexford","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202404","2024 April","24","Wexford","4","Petrol and electric hybrid","Number","7"
"TEM27C02","Secondhand Private Cars","202404","2024 April","24","Wexford","6","Electric","Number","3"
"TEM27C02","Secondhand Private Cars","202404","2024 April","24","Wexford","7","Petrol or Diesel plug-in hybrid electric","Number","12"
"TEM27C02","Secondhand Private Cars","202404","2024 April","24","Wexford","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202404","2024 April","25","Wicklow","-","All fuel types","Number","168"
"TEM27C02","Secondhand Private Cars","202404","2024 April","25","Wicklow","1","Petrol","Number","80"
"TEM27C02","Secondhand Private Cars","202404","2024 April","25","Wicklow","2","Diesel","Number","23"
"TEM27C02","Secondhand Private Cars","202404","2024 April","25","Wicklow","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202404","2024 April","25","Wicklow","4","Petrol and electric hybrid","Number","28"
"TEM27C02","Secondhand Private Cars","202404","2024 April","25","Wicklow","6","Electric","Number","9"
"TEM27C02","Secondhand Private Cars","202404","2024 April","25","Wicklow","7","Petrol or Diesel plug-in hybrid electric","Number","28"
"TEM27C02","Secondhand Private Cars","202404","2024 April","25","Wicklow","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202404","2024 April","30","Limerick","-","All fuel types","Number","152"
"TEM27C02","Secondhand Private Cars","202404","2024 April","30","Limerick","1","Petrol","Number","78"
"TEM27C02","Secondhand Private Cars","202404","2024 April","30","Limerick","2","Diesel","Number","28"
"TEM27C02","Secondhand Private Cars","202404","2024 April","30","Limerick","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202404","2024 April","30","Limerick","4","Petrol and electric hybrid","Number","24"
"TEM27C02","Secondhand Private Cars","202404","2024 April","30","Limerick","6","Electric","Number","5"
"TEM27C02","Secondhand Private Cars","202404","2024 April","30","Limerick","7","Petrol or Diesel plug-in hybrid electric","Number","17"
"TEM27C02","Secondhand Private Cars","202404","2024 April","30","Limerick","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202404","2024 April","31","Waterford","-","All fuel types","Number","84"
"TEM27C02","Secondhand Private Cars","202404","2024 April","31","Waterford","1","Petrol","Number","42"
"TEM27C02","Secondhand Private Cars","202404","2024 April","31","Waterford","2","Diesel","Number","18"
"TEM27C02","Secondhand Private Cars","202404","2024 April","31","Waterford","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202404","2024 April","31","Waterford","4","Petrol and electric hybrid","Number","7"
"TEM27C02","Secondhand Private Cars","202404","2024 April","31","Waterford","6","Electric","Number","2"
"TEM27C02","Secondhand Private Cars","202404","2024 April","31","Waterford","7","Petrol or Diesel plug-in hybrid electric","Number","15"
"TEM27C02","Secondhand Private Cars","202404","2024 April","31","Waterford","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202404","2024 April","32","Tipperary","-","All fuel types","Number","156"
"TEM27C02","Secondhand Private Cars","202404","2024 April","32","Tipperary","1","Petrol","Number","61"
"TEM27C02","Secondhand Private Cars","202404","2024 April","32","Tipperary","2","Diesel","Number","54"
"TEM27C02","Secondhand Private Cars","202404","2024 April","32","Tipperary","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202404","2024 April","32","Tipperary","4","Petrol and electric hybrid","Number","19"
"TEM27C02","Secondhand Private Cars","202404","2024 April","32","Tipperary","6","Electric","Number","8"
"TEM27C02","Secondhand Private Cars","202404","2024 April","32","Tipperary","7","Petrol or Diesel plug-in hybrid electric","Number","14"
"TEM27C02","Secondhand Private Cars","202404","2024 April","32","Tipperary","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202404","2024 April","33","Cork","-","All fuel types","Number","410"
"TEM27C02","Secondhand Private Cars","202404","2024 April","33","Cork","1","Petrol","Number","192"
"TEM27C02","Secondhand Private Cars","202404","2024 April","33","Cork","2","Diesel","Number","112"
"TEM27C02","Secondhand Private Cars","202404","2024 April","33","Cork","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202404","2024 April","33","Cork","4","Petrol and electric hybrid","Number","37"
"TEM27C02","Secondhand Private Cars","202404","2024 April","33","Cork","6","Electric","Number","9"
"TEM27C02","Secondhand Private Cars","202404","2024 April","33","Cork","7","Petrol or Diesel plug-in hybrid electric","Number","59"
"TEM27C02","Secondhand Private Cars","202404","2024 April","33","Cork","9","Diesel and electric hybrid","Number","1"
"TEM27C02","Secondhand Private Cars","202404","2024 April","34","Dublin","-","All fuel types","Number","1906"
"TEM27C02","Secondhand Private Cars","202404","2024 April","34","Dublin","1","Petrol","Number","997"
"TEM27C02","Secondhand Private Cars","202404","2024 April","34","Dublin","2","Diesel","Number","218"
"TEM27C02","Secondhand Private Cars","202404","2024 April","34","Dublin","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202404","2024 April","34","Dublin","4","Petrol and electric hybrid","Number","310"
"TEM27C02","Secondhand Private Cars","202404","2024 April","34","Dublin","6","Electric","Number","63"
"TEM27C02","Secondhand Private Cars","202404","2024 April","34","Dublin","7","Petrol or Diesel plug-in hybrid electric","Number","318"
"TEM27C02","Secondhand Private Cars","202404","2024 April","34","Dublin","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","-","All licensing authorities","-","All fuel types","Number","5592"
"TEM27C02","Secondhand Private Cars","202405","2024 May","-","All licensing authorities","1","Petrol","Number","2566"
"TEM27C02","Secondhand Private Cars","202405","2024 May","-","All licensing authorities","2","Diesel","Number","1494"
"TEM27C02","Secondhand Private Cars","202405","2024 May","-","All licensing authorities","3","Other fuel types","Number","1"
"TEM27C02","Secondhand Private Cars","202405","2024 May","-","All licensing authorities","4","Petrol and electric hybrid","Number","676"
"TEM27C02","Secondhand Private Cars","202405","2024 May","-","All licensing authorities","6","Electric","Number","150"
"TEM27C02","Secondhand Private Cars","202405","2024 May","-","All licensing authorities","7","Petrol or Diesel plug-in hybrid electric","Number","700"
"TEM27C02","Secondhand Private Cars","202405","2024 May","-","All licensing authorities","9","Diesel and electric hybrid","Number","5"
"TEM27C02","Secondhand Private Cars","202405","2024 May","01","Carlow","-","All fuel types","Number","45"
"TEM27C02","Secondhand Private Cars","202405","2024 May","01","Carlow","1","Petrol","Number","14"
"TEM27C02","Secondhand Private Cars","202405","2024 May","01","Carlow","2","Diesel","Number","20"
"TEM27C02","Secondhand Private Cars","202405","2024 May","01","Carlow","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","01","Carlow","4","Petrol and electric hybrid","Number","9"
"TEM27C02","Secondhand Private Cars","202405","2024 May","01","Carlow","6","Electric","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","01","Carlow","7","Petrol or Diesel plug-in hybrid electric","Number","2"
"TEM27C02","Secondhand Private Cars","202405","2024 May","01","Carlow","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","02","Cavan","-","All fuel types","Number","89"
"TEM27C02","Secondhand Private Cars","202405","2024 May","02","Cavan","1","Petrol","Number","32"
"TEM27C02","Secondhand Private Cars","202405","2024 May","02","Cavan","2","Diesel","Number","48"
"TEM27C02","Secondhand Private Cars","202405","2024 May","02","Cavan","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","02","Cavan","4","Petrol and electric hybrid","Number","2"
"TEM27C02","Secondhand Private Cars","202405","2024 May","02","Cavan","6","Electric","Number","1"
"TEM27C02","Secondhand Private Cars","202405","2024 May","02","Cavan","7","Petrol or Diesel plug-in hybrid electric","Number","6"
"TEM27C02","Secondhand Private Cars","202405","2024 May","02","Cavan","9","Diesel and electric hybrid","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","03","Clare","-","All fuel types","Number","133"
"TEM27C02","Secondhand Private Cars","202405","2024 May","03","Clare","1","Petrol","Number","50"
"TEM27C02","Secondhand Private Cars","202405","2024 May","03","Clare","2","Diesel","Number","55"
"TEM27C02","Secondhand Private Cars","202405","2024 May","03","Clare","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","03","Clare","4","Petrol and electric hybrid","Number","14"
"TEM27C02","Secondhand Private Cars","202405","2024 May","03","Clare","6","Electric","Number","1"
"TEM27C02","Secondhand Private Cars","202405","2024 May","03","Clare","7","Petrol or Diesel plug-in hybrid electric","Number","13"
"TEM27C02","Secondhand Private Cars","202405","2024 May","03","Clare","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","04","Donegal","-","All fuel types","Number","271"
"TEM27C02","Secondhand Private Cars","202405","2024 May","04","Donegal","1","Petrol","Number","74"
"TEM27C02","Secondhand Private Cars","202405","2024 May","04","Donegal","2","Diesel","Number","162"
"TEM27C02","Secondhand Private Cars","202405","2024 May","04","Donegal","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","04","Donegal","4","Petrol and electric hybrid","Number","12"
"TEM27C02","Secondhand Private Cars","202405","2024 May","04","Donegal","6","Electric","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","04","Donegal","7","Petrol or Diesel plug-in hybrid electric","Number","22"
"TEM27C02","Secondhand Private Cars","202405","2024 May","04","Donegal","9","Diesel and electric hybrid","Number","1"
"TEM27C02","Secondhand Private Cars","202405","2024 May","05","Galway","-","All fuel types","Number","339"
"TEM27C02","Secondhand Private Cars","202405","2024 May","05","Galway","1","Petrol","Number","117"
"TEM27C02","Secondhand Private Cars","202405","2024 May","05","Galway","2","Diesel","Number","126"
"TEM27C02","Secondhand Private Cars","202405","2024 May","05","Galway","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","05","Galway","4","Petrol and electric hybrid","Number","48"
"TEM27C02","Secondhand Private Cars","202405","2024 May","05","Galway","6","Electric","Number","9"
"TEM27C02","Secondhand Private Cars","202405","2024 May","05","Galway","7","Petrol or Diesel plug-in hybrid electric","Number","39"
"TEM27C02","Secondhand Private Cars","202405","2024 May","05","Galway","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","06","Kerry","-","All fuel types","Number","93"
"TEM27C02","Secondhand Private Cars","202405","2024 May","06","Kerry","1","Petrol","Number","48"
"TEM27C02","Secondhand Private Cars","202405","2024 May","06","Kerry","2","Diesel","Number","28"
"TEM27C02","Secondhand Private Cars","202405","2024 May","06","Kerry","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","06","Kerry","4","Petrol and electric hybrid","Number","5"
"TEM27C02","Secondhand Private Cars","202405","2024 May","06","Kerry","6","Electric","Number","2"
"TEM27C02","Secondhand Private Cars","202405","2024 May","06","Kerry","7","Petrol or Diesel plug-in hybrid electric","Number","10"
"TEM27C02","Secondhand Private Cars","202405","2024 May","06","Kerry","9","Diesel and electric hybrid","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","07","Kildare","-","All fuel types","Number","277"
"TEM27C02","Secondhand Private Cars","202405","2024 May","07","Kildare","1","Petrol","Number","137"
"TEM27C02","Secondhand Private Cars","202405","2024 May","07","Kildare","2","Diesel","Number","63"
"TEM27C02","Secondhand Private Cars","202405","2024 May","07","Kildare","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","07","Kildare","4","Petrol and electric hybrid","Number","31"
"TEM27C02","Secondhand Private Cars","202405","2024 May","07","Kildare","6","Electric","Number","4"
"TEM27C02","Secondhand Private Cars","202405","2024 May","07","Kildare","7","Petrol or Diesel plug-in hybrid electric","Number","42"
"TEM27C02","Secondhand Private Cars","202405","2024 May","07","Kildare","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","08","Kilkenny","-","All fuel types","Number","51"
"TEM27C02","Secondhand Private Cars","202405","2024 May","08","Kilkenny","1","Petrol","Number","22"
"TEM27C02","Secondhand Private Cars","202405","2024 May","08","Kilkenny","2","Diesel","Number","17"
"TEM27C02","Secondhand Private Cars","202405","2024 May","08","Kilkenny","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","08","Kilkenny","4","Petrol and electric hybrid","Number","1"
"TEM27C02","Secondhand Private Cars","202405","2024 May","08","Kilkenny","6","Electric","Number","3"
"TEM27C02","Secondhand Private Cars","202405","2024 May","08","Kilkenny","7","Petrol or Diesel plug-in hybrid electric","Number","8"
"TEM27C02","Secondhand Private Cars","202405","2024 May","08","Kilkenny","9","Diesel and electric hybrid","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","09","Laois","-","All fuel types","Number","83"
"TEM27C02","Secondhand Private Cars","202405","2024 May","09","Laois","1","Petrol","Number","41"
"TEM27C02","Secondhand Private Cars","202405","2024 May","09","Laois","2","Diesel","Number","25"
"TEM27C02","Secondhand Private Cars","202405","2024 May","09","Laois","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","09","Laois","4","Petrol and electric hybrid","Number","12"
"TEM27C02","Secondhand Private Cars","202405","2024 May","09","Laois","6","Electric","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","09","Laois","7","Petrol or Diesel plug-in hybrid electric","Number","5"
"TEM27C02","Secondhand Private Cars","202405","2024 May","09","Laois","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","10","Leitrim","-","All fuel types","Number","54"
"TEM27C02","Secondhand Private Cars","202405","2024 May","10","Leitrim","1","Petrol","Number","19"
"TEM27C02","Secondhand Private Cars","202405","2024 May","10","Leitrim","2","Diesel","Number","25"
"TEM27C02","Secondhand Private Cars","202405","2024 May","10","Leitrim","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","10","Leitrim","4","Petrol and electric hybrid","Number","4"
"TEM27C02","Secondhand Private Cars","202405","2024 May","10","Leitrim","6","Electric","Number","2"
"TEM27C02","Secondhand Private Cars","202405","2024 May","10","Leitrim","7","Petrol or Diesel plug-in hybrid electric","Number","4"
"TEM27C02","Secondhand Private Cars","202405","2024 May","10","Leitrim","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","12","Longford","-","All fuel types","Number","38"
"TEM27C02","Secondhand Private Cars","202405","2024 May","12","Longford","1","Petrol","Number","12"
"TEM27C02","Secondhand Private Cars","202405","2024 May","12","Longford","2","Diesel","Number","16"
"TEM27C02","Secondhand Private Cars","202405","2024 May","12","Longford","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","12","Longford","4","Petrol and electric hybrid","Number","2"
"TEM27C02","Secondhand Private Cars","202405","2024 May","12","Longford","6","Electric","Number","2"
"TEM27C02","Secondhand Private Cars","202405","2024 May","12","Longford","7","Petrol or Diesel plug-in hybrid electric","Number","6"
"TEM27C02","Secondhand Private Cars","202405","2024 May","12","Longford","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","13","Louth","-","All fuel types","Number","174"
"TEM27C02","Secondhand Private Cars","202405","2024 May","13","Louth","1","Petrol","Number","85"
"TEM27C02","Secondhand Private Cars","202405","2024 May","13","Louth","2","Diesel","Number","60"
"TEM27C02","Secondhand Private Cars","202405","2024 May","13","Louth","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","13","Louth","4","Petrol and electric hybrid","Number","6"
"TEM27C02","Secondhand Private Cars","202405","2024 May","13","Louth","6","Electric","Number","9"
"TEM27C02","Secondhand Private Cars","202405","2024 May","13","Louth","7","Petrol or Diesel plug-in hybrid electric","Number","13"
"TEM27C02","Secondhand Private Cars","202405","2024 May","13","Louth","9","Diesel and electric hybrid","Number","1"
"TEM27C02","Secondhand Private Cars","202405","2024 May","14","Mayo","-","All fuel types","Number","136"
"TEM27C02","Secondhand Private Cars","202405","2024 May","14","Mayo","1","Petrol","Number","32"
"TEM27C02","Secondhand Private Cars","202405","2024 May","14","Mayo","2","Diesel","Number","80"
"TEM27C02","Secondhand Private Cars","202405","2024 May","14","Mayo","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","14","Mayo","4","Petrol and electric hybrid","Number","5"
"TEM27C02","Secondhand Private Cars","202405","2024 May","14","Mayo","6","Electric","Number","3"
"TEM27C02","Secondhand Private Cars","202405","2024 May","14","Mayo","7","Petrol or Diesel plug-in hybrid electric","Number","14"
"TEM27C02","Secondhand Private Cars","202405","2024 May","14","Mayo","9","Diesel and electric hybrid","Number","2"
"TEM27C02","Secondhand Private Cars","202405","2024 May","15","Meath","-","All fuel types","Number","327"
"TEM27C02","Secondhand Private Cars","202405","2024 May","15","Meath","1","Petrol","Number","164"
"TEM27C02","Secondhand Private Cars","202405","2024 May","15","Meath","2","Diesel","Number","83"
"TEM27C02","Secondhand Private Cars","202405","2024 May","15","Meath","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","15","Meath","4","Petrol and electric hybrid","Number","33"
"TEM27C02","Secondhand Private Cars","202405","2024 May","15","Meath","6","Electric","Number","12"
"TEM27C02","Secondhand Private Cars","202405","2024 May","15","Meath","7","Petrol or Diesel plug-in hybrid electric","Number","35"
"TEM27C02","Secondhand Private Cars","202405","2024 May","15","Meath","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","16","Monaghan","-","All fuel types","Number","86"
"TEM27C02","Secondhand Private Cars","202405","2024 May","16","Monaghan","1","Petrol","Number","25"
"TEM27C02","Secondhand Private Cars","202405","2024 May","16","Monaghan","2","Diesel","Number","52"
"TEM27C02","Secondhand Private Cars","202405","2024 May","16","Monaghan","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","16","Monaghan","4","Petrol and electric hybrid","Number","1"
"TEM27C02","Secondhand Private Cars","202405","2024 May","16","Monaghan","6","Electric","Number","2"
"TEM27C02","Secondhand Private Cars","202405","2024 May","16","Monaghan","7","Petrol or Diesel plug-in hybrid electric","Number","6"
"TEM27C02","Secondhand Private Cars","202405","2024 May","16","Monaghan","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","17","Offaly","-","All fuel types","Number","48"
"TEM27C02","Secondhand Private Cars","202405","2024 May","17","Offaly","1","Petrol","Number","17"
"TEM27C02","Secondhand Private Cars","202405","2024 May","17","Offaly","2","Diesel","Number","26"
"TEM27C02","Secondhand Private Cars","202405","2024 May","17","Offaly","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","17","Offaly","4","Petrol and electric hybrid","Number","2"
"TEM27C02","Secondhand Private Cars","202405","2024 May","17","Offaly","6","Electric","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","17","Offaly","7","Petrol or Diesel plug-in hybrid electric","Number","3"
"TEM27C02","Secondhand Private Cars","202405","2024 May","17","Offaly","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","18","Roscommon","-","All fuel types","Number","60"
"TEM27C02","Secondhand Private Cars","202405","2024 May","18","Roscommon","1","Petrol","Number","23"
"TEM27C02","Secondhand Private Cars","202405","2024 May","18","Roscommon","2","Diesel","Number","31"
"TEM27C02","Secondhand Private Cars","202405","2024 May","18","Roscommon","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","18","Roscommon","4","Petrol and electric hybrid","Number","1"
"TEM27C02","Secondhand Private Cars","202405","2024 May","18","Roscommon","6","Electric","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","18","Roscommon","7","Petrol or Diesel plug-in hybrid electric","Number","4"
"TEM27C02","Secondhand Private Cars","202405","2024 May","18","Roscommon","9","Diesel and electric hybrid","Number","1"
"TEM27C02","Secondhand Private Cars","202405","2024 May","19","Sligo","-","All fuel types","Number","57"
"TEM27C02","Secondhand Private Cars","202405","2024 May","19","Sligo","1","Petrol","Number","20"
"TEM27C02","Secondhand Private Cars","202405","2024 May","19","Sligo","2","Diesel","Number","24"
"TEM27C02","Secondhand Private Cars","202405","2024 May","19","Sligo","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","19","Sligo","4","Petrol and electric hybrid","Number","6"
"TEM27C02","Secondhand Private Cars","202405","2024 May","19","Sligo","6","Electric","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","19","Sligo","7","Petrol or Diesel plug-in hybrid electric","Number","7"
"TEM27C02","Secondhand Private Cars","202405","2024 May","19","Sligo","9","Diesel and electric hybrid","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","23","Westmeath","-","All fuel types","Number","95"
"TEM27C02","Secondhand Private Cars","202405","2024 May","23","Westmeath","1","Petrol","Number","47"
"TEM27C02","Secondhand Private Cars","202405","2024 May","23","Westmeath","2","Diesel","Number","37"
"TEM27C02","Secondhand Private Cars","202405","2024 May","23","Westmeath","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","23","Westmeath","4","Petrol and electric hybrid","Number","7"
"TEM27C02","Secondhand Private Cars","202405","2024 May","23","Westmeath","6","Electric","Number","1"
"TEM27C02","Secondhand Private Cars","202405","2024 May","23","Westmeath","7","Petrol or Diesel plug-in hybrid electric","Number","3"
"TEM27C02","Secondhand Private Cars","202405","2024 May","23","Westmeath","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","24","Wexford","-","All fuel types","Number","103"
"TEM27C02","Secondhand Private Cars","202405","2024 May","24","Wexford","1","Petrol","Number","47"
"TEM27C02","Secondhand Private Cars","202405","2024 May","24","Wexford","2","Diesel","Number","36"
"TEM27C02","Secondhand Private Cars","202405","2024 May","24","Wexford","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","24","Wexford","4","Petrol and electric hybrid","Number","9"
"TEM27C02","Secondhand Private Cars","202405","2024 May","24","Wexford","6","Electric","Number","0"
