"STATISTIC","Statistic Label","TLIST(M1)","Month","C01835V02260","Licensing Authority","C01841V02268","Type of Fuel","UNIT","VALUE"
"TEM27C01","New Private Cars","202102","2021 February","09","Laois","4","Petrol and electric hybrid","Number","22"
"TEM27C01","New Private Cars","202102","2021 February","09","Laois","6","Electric","Number","10"
"TEM27C01","New Private Cars","202102","2021 February","09","Laois","7","Petrol or Diesel plug-in hybrid electric","Number","9"
"TEM27C01","New Private Cars","202102","2021 February","09","Laois","9","Diesel and electric hybrid","Number","9"
"TEM27C01","New Private Cars","202102","2021 February","10","Leitrim","-","All fuel types","Number","59"
"TEM27C01","New Private Cars","202102","2021 February","10","Leitrim","1","Petrol","Number","15"
"TEM27C01","New Private Cars","202102","2021 February","10","Leitrim","2","Diesel","Number","29"
"TEM27C01","New Private Cars","202102","2021 February","10","Leitrim","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202102","2021 February","10","Leitrim","4","Petrol and electric hybrid","Number","11"
"TEM27C01","New Private Cars","202102","2021 February","10","Leitrim","6","Electric","Number","3"
"TEM27C01","New Private Cars","202102","2021 February","10","Leitrim","7","Petrol or Diesel plug-in hybrid electric","Number",""
"TEM27C01","New Private Cars","202102","2021 February","10","Leitrim","9","Diesel and electric hybrid","Number","1"
"TEM27C01","New Private Cars","202102","2021 February","12","Longford","-","All fuel types","Number","78"
"TEM27C01","New Private Cars","202102","2021 February","12","Longford","1","Petrol","Number","15"
"TEM27C01","New Private Cars","202102","2021 February","12","Longford","2","Diesel","Number","39"
"TEM27C01","New Private Cars","202102","2021 February","12","Longford","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202102","2021 February","12","Longford","4","Petrol and electric hybrid","Number","20"
"TEM27C01","New Private Cars","202102","2021 February","12","Longford","6","Electric","Number","2"
"TEM27C01","New Private Cars","202102","2021 February","12","Longford","7","Petrol or Diesel plug-in hybrid electric","Number","1"
"TEM27C01","New Private Cars","202102","2021 February","12","Longford","9","Diesel and electric hybrid","Number","1"
"TEM27C01","New Private Cars","202102","2021 February","13","Louth","-","All fuel types","Number","306"
"TEM27C01","New Private Cars","202102","2021 February","13","Louth","1","Petrol","Number","107"
"TEM27C01","New Private Cars","202102","2021 February","13","Louth","2","Diesel","Number","117"
"TEM27C01","New Private Cars","202102","2021 February","13","Louth","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202102","2021 February","13","Louth","4","Petrol and electric hybrid","Number","53"
"TEM27C01","New Private Cars","202102","2021 February","13","Louth","6","Electric","Number","13"
"TEM27C01","New Private Cars","202102","2021 February","13","Louth","7","Petrol or Diesel plug-in hybrid electric","Number","9"
"TEM27C01","New Private Cars","202102","2021 February","13","Louth","9","Diesel and electric hybrid","Number","7"
"TEM27C01","New Private Cars","202102","2021 February","14","Mayo","-","All fuel types","Number","254"
"TEM27C01","New Private Cars","202102","2021 February","14","Mayo","1","Petrol","Number","64"
"TEM27C01","New Private Cars","202102","2021 February","14","Mayo","2","Diesel","Number","134"
"TEM27C01","New Private Cars","202102","2021 February","14","Mayo","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202102","2021 February","14","Mayo","4","Petrol and electric hybrid","Number","34"
"TEM27C01","New Private Cars","202102","2021 February","14","Mayo","6","Electric","Number","10"
"TEM27C01","New Private Cars","202102","2021 February","14","Mayo","7","Petrol or Diesel plug-in hybrid electric","Number","4"
"TEM27C01","New Private Cars","202102","2021 February","14","Mayo","9","Diesel and electric hybrid","Number","8"
"TEM27C01","New Private Cars","202102","2021 February","15","Meath","-","All fuel types","Number","441"
"TEM27C01","New Private Cars","202102","2021 February","15","Meath","1","Petrol","Number","114"
"TEM27C01","New Private Cars","202102","2021 February","15","Meath","2","Diesel","Number","179"
"TEM27C01","New Private Cars","202102","2021 February","15","Meath","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202102","2021 February","15","Meath","4","Petrol and electric hybrid","Number","97"
"TEM27C01","New Private Cars","202102","2021 February","15","Meath","6","Electric","Number","18"
"TEM27C01","New Private Cars","202102","2021 February","15","Meath","7","Petrol or Diesel plug-in hybrid electric","Number","24"
"TEM27C01","New Private Cars","202102","2021 February","15","Meath","9","Diesel and electric hybrid","Number","9"
"TEM27C01","New Private Cars","202102","2021 February","16","Monaghan","-","All fuel types","Number","152"
"TEM27C01","New Private Cars","202102","2021 February","16","Monaghan","1","Petrol","Number","26"
"TEM27C01","New Private Cars","202102","2021 February","16","Monaghan","2","Diesel","Number","90"
"TEM27C01","New Private Cars","202102","2021 February","16","Monaghan","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202102","2021 February","16","Monaghan","4","Petrol and electric hybrid","Number","27"
"TEM27C01","New Private Cars","202102","2021 February","16","Monaghan","6","Electric","Number","3"
"TEM27C01","New Private Cars","202102","2021 February","16","Monaghan","7","Petrol or Diesel plug-in hybrid electric","Number","6"
"TEM27C01","New Private Cars","202102","2021 February","16","Monaghan","9","Diesel and electric hybrid","Number",""
"TEM27C01","New Private Cars","202102","2021 February","17","Offaly","-","All fuel types","Number","161"
"TEM27C01","New Private Cars","202102","2021 February","17","Offaly","1","Petrol","Number","38"
"TEM27C01","New Private Cars","202102","2021 February","17","Offaly","2","Diesel","Number","84"
"TEM27C01","New Private Cars","202102","2021 February","17","Offaly","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202102","2021 February","17","Offaly","4","Petrol and electric hybrid","Number","26"
"TEM27C01","New Private Cars","202102","2021 February","17","Offaly","6","Electric","Number","2"
"TEM27C01","New Private Cars","202102","2021 February","17","Offaly","7","Petrol or Diesel plug-in hybrid electric","Number","4"
"TEM27C01","New Private Cars","202102","2021 February","17","Offaly","9","Diesel and electric hybrid","Number","7"
"TEM27C01","New Private Cars","202102","2021 February","18","Roscommon","-","All fuel types","Number","140"
"TEM27C01","New Private Cars","202102","2021 February","18","Roscommon","1","Petrol","Number","23"
"TEM27C01","New Private Cars","202102","2021 February","18","Roscommon","2","Diesel","Number","83"
"TEM27C01","New Private Cars","202102","2021 February","18","Roscommon","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202102","2021 February","18","Roscommon","4","Petrol and electric hybrid","Number","30"
"TEM27C01","New Private Cars","202102","2021 February","18","Roscommon","6","Electric","Number","1"
"TEM27C01","New Private Cars","202102","2021 February","18","Roscommon","7","Petrol or Diesel plug-in hybrid electric","Number","1"
"TEM27C01","New Private Cars","202102","2021 February","18","Roscommon","9","Diesel and electric hybrid","Number","2"
"TEM27C01","New Private Cars","202102","2021 February","19","Sligo","-","All fuel types","Number","168"
"TEM27C01","New Private Cars","202102","2021 February","19","Sligo","1","Petrol","Number","57"
"TEM27C01","New Private Cars","202102","2021 February","19","Sligo","2","Diesel","Number","68"
"TEM27C01","New Private Cars","202102","2021 February","19","Sligo","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202102","2021 February","19","Sligo","4","Petrol and electric hybrid","Number","22"
"TEM27C01","New Private Cars","202102","2021 February","19","Sligo","6","Electric","Number","9"
"TEM27C01","New Private Cars","202102","2021 February","19","Sligo","7","Petrol or Diesel plug-in hybrid electric","Number","10"
"TEM27C01","New Private Cars","202102","2021 February","19","Sligo","9","Diesel and electric hybrid","Number","2"
"TEM27C01","New Private Cars","202102","2021 February","23","Westmeath","-","All fuel types","Number","237"
"TEM27C01","New Private Cars","202102","2021 February","23","Westmeath","1","Petrol","Number","57"
"TEM27C01","New Private Cars","202102","2021 February","23","Westmeath","2","Diesel","Number","114"
"TEM27C01","New Private Cars","202102","2021 February","23","Westmeath","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202102","2021 February","23","Westmeath","4","Petrol and electric hybrid","Number","32"
"TEM27C01","New Private Cars","202102","2021 February","23","Westmeath","6","Electric","Number","16"
"TEM27C01","New Private Cars","202102","2021 February","23","Westmeath","7","Petrol or Diesel plug-in hybrid electric","Number","14"
"TEM27C01","New Private Cars","202102","2021 February","23","Westmeath","9","Diesel and electric hybrid","Number","4"
"TEM27C01","New Private Cars","202102","2021 February","24","Wexford","-","All fuel types","Number","336"
"TEM27C01","New Private Cars","202102","2021 February","24","Wexford","1","Petrol","Number","100"
"TEM27C01","New Private Cars","202102","2021 February","24","Wexford","2","Diesel","Number","140"
"TEM27C01","New Private Cars","202102","2021 February","24","Wexford","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202102","2021 February","24","Wexford","4","Petrol and electric hybrid","Number","54"
"TEM27C01","New Private Cars","202102","2021 February","24","Wexford","6","Electric","Number","18"
"TEM27C01","New Private Cars","202102","2021 February","24","Wexford","7","Petrol or Diesel plug-in hybrid electric","Number","17"
"TEM27C01","New Private Cars","202102","2021 February","24","Wexford","9","Diesel and electric hybrid","Number","7"
"TEM27C01","New Private Cars","202102","2021 February","25","Wicklow","-","All fuel types","Number","293"
"TEM27C01","New Private Cars","202102","2021 February","25","Wicklow","1","Petrol","Number","110"
"TEM27C01","New Private Cars","202102","2021 February","25","Wicklow","2","Diesel","Number","101"
"TEM27C01","New Private Cars","202102","2021 February","25","Wicklow","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202102","2021 February","25","Wicklow","4","Petrol and electric hybrid","Number","37"
"TEM27C01","New Private Cars","202102","2021 February","25","Wicklow","6","Electric","Number","23"
"TEM27C01","New Private Cars","202102","2021 February","25","Wicklow","7","Petrol or Diesel plug-in hybrid electric","Number","15"
"TEM27C01","New Private Cars","202102","2021 February","25","Wicklow","9","Diesel and electric hybrid","Number","7"
"TEM27C01","New Private Cars","202102","2021 February","30","Limerick","-","All fuel types","Number","460"
"TEM27C01","New Private Cars","202102","2021 February","30","Limerick","1","Petrol","Number","130"
"TEM27C01","New Private Cars","202102","2021 February","30","Limerick","2","Diesel","Number","199"
"TEM27C01","New Private Cars","202102","2021 February","30","Limerick","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202102","2021 February","30","Limerick","4","Petrol and electric hybrid","Number","73"
"TEM27C01","New Private Cars","202102","2021 February","30","Limerick","6","Electric","Number","20"
"TEM27C01","New Private Cars","202102","2021 February","30","Limerick","7","Petrol or Diesel plug-in hybrid electric","Number","28"
"TEM27C01","New Private Cars","202102","2021 February","30","Limerick","9","Diesel and electric hybrid","Number","10"
"TEM27C01","New Private Cars","202102","2021 February","31","Waterford","-","All fuel types","Number","328"
"TEM27C01","New Private Cars","202102","2021 February","31","Waterford","1","Petrol","Number","122"
"TEM27C01","New Private Cars","202102","2021 February","31","Waterford","2","Diesel","Number","125"
"TEM27C01","New Private Cars","202102","2021 February","31","Waterford","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202102","2021 February","31","Waterford","4","Petrol and electric hybrid","Number","46"
"TEM27C01","New Private Cars","202102","2021 February","31","Waterford","6","Electric","Number","6"
"TEM27C01","New Private Cars","202102","2021 February","31","Waterford","7","Petrol or Diesel plug-in hybrid electric","Number","24"
"TEM27C01","New Private Cars","202102","2021 February","31","Waterford","9","Diesel and electric hybrid","Number","5"
"TEM27C01","New Private Cars","202102","2021 February","32","Tipperary","-","All fuel types","Number","410"
"TEM27C01","New Private Cars","202102","2021 February","32","Tipperary","1","Petrol","Number","89"
"TEM27C01","New Private Cars","202102","2021 February","32","Tipperary","2","Diesel","Number","205"
